chr	Pos_hg19	Strand	Transcript	Gene	UsedSite	Expression_Average_(%)	Expression_Average_(read)	nbSamp	MES	SSF	bp_pos	bp_zsc	BPP_class	ss_dist	svm_scr	SVM_class	branchpoint_dist	branchpoint_prob	branchpoint_class	LB_pos	LB_score	LB_class	RNABPS_pos	RNABPS_score	RNABPS_class	Cum_class
chr6	149967296	-	NM_007044	KATNA1	1	0.31	0.11	8	9.48	91.63	25	6.15	Yes	12	1.62	Yes	0	0	No	-24	0.93	Yes	46	93.97	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr6	149967620	-	NM_007044	KATNA1	1	0.73	0.18	10	6.55	87.6	31	5.69	Yes	24	0.52	No	0	0	No	-31	0.49	No	45	52.1	No	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: No
chr13	30785058	-	NM_001014380	KATNAL1	1	0.72	0.18	10	6.73	89.86	33	5.95	Yes	20	0.75	No	0	0	No	-32	0.71	Yes	38	84.04	Yes	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr13	30814721	-	NM_001014380	KATNAL1	1	1.99	0.44	27	-2.58	53.73	18	4.64	No	70	-5.76	No	25	0.63	Yes	-17	0.64	No	53	48.2	No	BPP: No, SVM: No, Branch: Yes, LB: No, RNABPS: No
chr13	30828333	-	NM_001014380	KATNAL1	1	2.47	0.28	14	8.01	89.62	38	8.14	Yes	25	0.31	No	0	0	No	-38	0.51	No	32	77.87	Yes	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr13	30848925	-	NM_001014380	KATNAL1	1	0.34	0.13	7	4.24	83.89	29	5.92	Yes	16	-0.62	No	0	0	No	-28	0.86	Yes	42	86.92	Yes	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr16	57775601	+	NM_005886	KATNB1	1	0.37	0.14	8	0.95	69.14	33	7.75	Yes	20	1.86	Yes	0	0	No	-32	0.94	Yes	38	92.95	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr16	57789701	+	NM_005886	KATNB1	1	41.61	11.38	72	8.6	86.31	31	7.2	Yes	18	1.42	Yes	30	0.88	Yes	-30	0.94	Yes	40	90.81	Yes	BPP: Yes, SVM: Yes, Branch: Yes, LB: Yes, RNABPS: Yes
chr15	34434549	-	NM_024713	KATNBL1	1	0.19	0.14	8	3.23	89.49	27	5.1	No	40	1.27	Yes	0	0	No	-26	0.69	Yes	18	75.62	Yes	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr15	34435226	-	NM_024713	KATNBL1	1	0.74	0.43	24	-0.13	0	23	7.11	Yes	3	0.6	No	22	0.46	Yes	-22	0.36	No	40	39.72	No	BPP: Yes, SVM: No, Branch: Yes, LB: No, RNABPS: No
chr15	34437454	-	NM_024713	KATNBL1	1	9.35	5.49	71	7.18	82.36	31	5.9	Yes	25	0.87	Yes	30	0.81	Yes	-30	0.71	Yes	40	69.72	Yes	BPP: Yes, SVM: Yes, Branch: Yes, LB: Yes, RNABPS: Yes
chr15	34439360	-	NM_024713	KATNBL1	1	0.4	0.24	15	9.99	93.27	32	6.47	Yes	75	1.33	Yes	0	0	No	-31	0.59	No	39	71.26	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr15	34439484	-	NM_024713	KATNBL1	1	0.52	0.33	22	3.62	0	15	4	No	13	0.54	No	0	0	No	-26	0.65	No	44	65.43	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr15	34445033	-	NM_024713	KATNBL1	1	0.12	0.14	9	8.74	87.05	27	4.93	No	5	0.94	Yes	0	0	No	-26	0.88	Yes	44	94.53	Yes	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr15	34445175	-	NM_024713	KATNBL1	1	1.79	2.15	58	7.8	83.25	29	5.91	Yes	16	0.26	No	0	0	No	-28	0.9	Yes	42	92.47	Yes	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr15	34445266	-	NM_024713	KATNBL1	1	1.12	1.35	47	-0.55	0	20	5.38	No	66	0.83	Yes	23	0.85	Yes	-28	0.58	No	38	58.66	No	BPP: No, SVM: Yes, Branch: Yes, LB: No, RNABPS: No
chr15	34458317	-	NM_024713	KATNBL1	1	0.43	0.24	14	5.61	81.04	20	5.54	No	7	1.27	Yes	24	0.72	Yes	-19	0.72	Yes	51	81.09	Yes	BPP: No, SVM: Yes, Branch: Yes, LB: Yes, RNABPS: Yes
chr15	34470201	-	NM_024713	KATNBL1	1	2.95	1.54	56	5.8	74.08	38	7.22	Yes	25	1.24	Yes	37	0.57	Yes	-37	0.73	Yes	33	64.04	No	BPP: Yes, SVM: Yes, Branch: Yes, LB: Yes, RNABPS: No
chr15	34472803	-	NM_024713	KATNBL1	1	0.66	0.36	21	-0.16	75.1	16	5.33	No	3	0.08	No	0	0	No	-25	0.76	Yes	47	39.19	No	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr15	34472806	-	NM_024713	KATNBL1	1	0.42	0.22	11	1.65	63.09	13	5.06	No	0	0.28	No	0	0	No	-22	0.63	No	48	53.51	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr15	34490533	-	NM_024713	KATNBL1	1	0.34	0.18	11	8.87	80.99	30	6.76	Yes	17	0.75	No	29	0.58	Yes	-30	0.75	Yes	40	55.21	No	BPP: Yes, SVM: No, Branch: Yes, LB: Yes, RNABPS: No
chr7	32914436	-	NM_015483	KBTBD2	1	4.76	2.17	62	4.87	85.02	17	5.54	No	4	1.4	Yes	0	0	No	-24	0.67	Yes	46	80.64	Yes	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr7	32927704	-	NM_015483	KBTBD2	1	1.35	0.32	21	-3.68	0	42	8.04	Yes	29	0.19	No	0	0	No	-22	0.74	Yes	34	72.3	Yes	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr7	32927708	-	NM_015483	KBTBD2	1	6.12	1.46	48	2.21	60.63	38	7.79	Yes	25	0.19	No	0	0	No	-32	0.54	No	38	77.74	Yes	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr7	32930762	-	NM_015483	KBTBD2	1	1.04	0.22	13	4.91	81.94	19	4.89	No	15	0.8	Yes	0	0	No	-27	0.61	No	43	72.21	Yes	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr11	47597056	-	NM_001318721	KBTBD4	1	0.2	0.11	8	4.56	84.41	29	6.31	Yes	16	0.77	No	0	0	No	-28	0.88	Yes	42	93.99	Yes	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr2	85241058	+	NM_020122	KCMF1	1	0.64	0.58	32	9.35	95.8	23	4.79	No	56	0.94	Yes	23	0.82	Yes	-22	0.66	No	47	69.17	No	BPP: No, SVM: Yes, Branch: Yes, LB: No, RNABPS: No
chr2	85251295	+	NM_020122	KCMF1	1	0.13	0.13	9	7.19	75.11	26	6.3	Yes	13	1.3	Yes	0	0	No	-25	0.73	Yes	45	74.53	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr2	85262759	+	NM_020122	KCMF1	1	1.08	2.69	65	10.01	84.88	19	5.08	No	30	1.91	Yes	0	0	No	-26	0.94	Yes	44	94.48	Yes	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr2	85268552	+	NM_020122	KCMF1	1	0.57	1.47	50	12.72	91.21	34	7.8	Yes	21	1.26	Yes	0	0	No	-21	0.57	No	30	73.76	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr2	85273229	+	NM_020122	KCMF1	1	0.17	0.33	19	-14.48	0	57	7.82	Yes	26	0.61	No	0	0	No	-17	0.74	Yes	NA	NA	NA	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr1	6054882	+	NM_001199861	KCNAB2	1	0.4	0.14	8	8.87	89.66	31	5.66	Yes	-3	0.09	No	0	0	No	-28	0.6	No	42	53.52	No	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: No
chr1	6055922	+	NM_001199861	KCNAB2	1	5.28	1.5	49	7.62	83.99	22	5.62	Yes	41	1.31	Yes	21	0.62	Yes	-21	0.65	No	38	51.45	No	BPP: Yes, SVM: Yes, Branch: Yes, LB: No, RNABPS: No
chr1	6072916	+	NM_001199861	KCNAB2	1	0.47	0.13	9	11.86	92.09	25	5.57	Yes	12	0.53	No	0	0	No	-24	0.79	Yes	46	89.09	Yes	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr1	6078694	+	NM_001199861	KCNAB2	1	10.61	3.06	64	5.37	74.68	22	5.74	Yes	9	1.07	Yes	21	0.7	Yes	-21	0.83	Yes	49	92.19	Yes	BPP: Yes, SVM: Yes, Branch: Yes, LB: Yes, RNABPS: Yes
chr1	6101227	+	NM_001199861	KCNAB2	1	0.51	0.24	15	8.1	85.5	35	8.66	Yes	22	2.24	Yes	34	0.66	Yes	-34	0.82	Yes	36	88.6	Yes	BPP: Yes, SVM: Yes, Branch: Yes, LB: Yes, RNABPS: Yes
chr1	6111570	+	NM_001199861	KCNAB2	1	0.85	0.4	23	4.67	69.85	21	7.82	Yes	8	1.92	Yes	20	0.82	Yes	-20	0.8	Yes	50	86.74	Yes	BPP: Yes, SVM: Yes, Branch: Yes, LB: Yes, RNABPS: Yes
chr1	6111326	+	NM_001199861	KCNAB2	1	0.3	0.15	9	11.04	87.9	19	4.67	No	52	-1.3	No	0	0	No	-25	0.92	Yes	45	91.53	Yes	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr1	6111570	+	NM_001199861	KCNAB2	1	3.25	1.6	51	4.67	69.85	21	7.82	Yes	8	1.92	Yes	20	0.82	Yes	-20	0.8	Yes	50	86.74	Yes	BPP: Yes, SVM: Yes, Branch: Yes, LB: Yes, RNABPS: Yes
chr1	6125158	+	NM_001199861	KCNAB2	1	0.4	0.21	9	5.76	75.72	31	7.19	Yes	18	1.15	Yes	0	0	No	-30	0.55	No	40	78.6	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr1	6133413	+	NM_001199861	KCNAB2	1	0.08	0.15	10	5.7	79.49	27	7	Yes	14	2.14	Yes	0	0	No	-26	0.88	Yes	44	92.29	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr1	6133416	+	NM_001199861	KCNAB2	1	0.12	0.25	14	9.72	89.53	30	7.21	Yes	17	2.12	Yes	0	0	No	-29	0.88	Yes	41	91.89	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr1	6144551	+	NM_001199861	KCNAB2	1	0.21	0.47	21	7.44	76.9	35	5.35	No	5	0.86	Yes	0	0	No	-23	0.59	No	47	79.92	Yes	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr1	6145799	+	NM_001199861	KCNAB2	1	0.94	2.11	60	10.58	86.67	21	7.04	Yes	72	-3.99	No	25	0.76	Yes	-20	0.64	No	50	69.36	No	BPP: Yes, SVM: No, Branch: Yes, LB: No, RNABPS: No
chr1	6146217	+	NM_001199861	KCNAB2	1	0.77	1.65	51	8.35	92.16	23	5.4	No	35	0.91	Yes	23	0.86	Yes	-23	0.75	Yes	47	80.19	Yes	BPP: No, SVM: Yes, Branch: Yes, LB: Yes, RNABPS: Yes
chr1	6149270	+	NM_001199861	KCNAB2	1	0.42	0.68	29	9.73	88.22	20	7.87	Yes	7	2.32	Yes	0	0	No	-19	0.67	Yes	51	84.77	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr1	6151322	+	NM_001199861	KCNAB2	1	0.87	1.88	59	8.94	92.59	21	6.54	Yes	8	0.49	No	21	0.38	Yes	-36	0.48	No	34	79.24	Yes	BPP: Yes, SVM: No, Branch: Yes, LB: No, RNABPS: Yes
chr1	6154461	+	NM_001199861	KCNAB2	1	0.06	0.11	8	-7.5	66.54	32	6.1	Yes	36	1.03	Yes	0	0	No	-37	0.64	No	39	50.18	No	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr1	6154803	+	NM_001199861	KCNAB2	1	0.09	0.18	9	8.24	77.34	22	5.29	No	9	1.32	Yes	0	0	No	-21	0.65	No	39	51.8	No	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr1	6155436	+	NM_001199861	KCNAB2	1	0.23	0.44	23	5.64	78.87	22	6.21	Yes	9	1.88	Yes	0	0	No	-27	0.62	No	43	49.62	No	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr1	6157505	+	NM_001199861	KCNAB2	1	0.12	0.22	10	3.64	80.38	21	5.2	No	73	-3.35	No	0	0	No	-20	0.58	No	50	42.29	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr1	154698517	-	NM_170782	KCNN3	1	0.13	0.24	15	2.7	0	29	6.13	Yes	32	1.21	Yes	42	0.2	Yes	-32	0.49	No	NA	NA	NA	BPP: Yes, SVM: Yes, Branch: Yes, LB: No, RNABPS: No
chr1	154698932	-	NM_170782	KCNN3	1	0.06	0.1	7	11.18	95.68	25	6	Yes	12	1.45	Yes	0	0	No	-24	0.87	Yes	46	94.29	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr1	154707637	-	NM_170782	KCNN3	1	0.07	0.11	8	12.01	88.9	29	7.99	Yes	16	1.36	Yes	0	0	No	-28	0.76	Yes	42	77.16	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr1	154709565	-	NM_170782	KCNN3	1	15.99	27.03	72	10.19	82.25	35	6.4	Yes	39	0.03	No	0	0	No	-32	0.44	No	36	59.3	No	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: No
chr1	154715832	-	NM_170782	KCNN3	1	0.28	0.46	20	8.49	83.85	12	5.74	Yes	-1	0.78	Yes	0	0	No	-26	0.72	Yes	44	67.13	No	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr1	154720165	-	NM_170782	KCNN3	1	0.34	0.56	28	7.01	90.78	29	5.62	Yes	47	1.37	Yes	0	0	No	-24	0.81	Yes	46	82.21	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr1	154725483	-	NM_170782	KCNN3	1	0.05	0.1	7	6.72	91.14	11	5.1	No	64	0.1	No	0	0	No	-19	0.44	No	51	51.64	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr1	154741901	-	NM_170782	KCNN3	1	0.42	0.57	36	14.42	89.3	28	7.35	Yes	35	-0.68	No	0	0	No	-29	0.47	No	48	69.14	No	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: No
chr1	154742691	-	NM_170782	KCNN3	1	0.22	0.39	21	5.59	86.03	9	5.1	No	-4	0.63	No	0	0	No	-20	0.63	No	50	60.74	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr1	154753960	-	NM_170782	KCNN3	1	0.52	1.4	47	5.56	73.35	40	6.77	Yes	20	0.62	No	0	0	No	-32	0.62	No	31	67.81	No	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: No
chr1	154754100	-	NM_170782	KCNN3	1	1.51	4.11	65	6.57	71.7	38	5.54	No	13	0.47	No	0	0	No	-25	0.79	Yes	45	80.51	Yes	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr1	154760884	-	NM_170782	KCNN3	1	0.08	0.24	11	9.16	86.3	21	4.89	No	72	0.51	No	0	0	No	-27	0.84	Yes	43	69.39	No	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr1	154761738	-	NM_170782	KCNN3	1	2.97	7.85	66	3.12	74.62	24	3.91	No	17	0.3	No	0	0	No	-23	0.84	Yes	47	78.22	Yes	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr1	154766991	-	NM_170782	KCNN3	1	0.35	1	37	7.75	91.62	24	5	No	11	0.79	Yes	0	0	No	-24	0.84	Yes	46	73.45	Yes	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr1	154769333	-	NM_170782	KCNN3	1	0.03	0.11	7	3.46	80.8	66	8.67	Yes	53	0.49	No	0	0	No	-27	0.93	Yes	43	87.93	Yes	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr1	154773205	-	NM_170782	KCNN3	1	0.31	0.81	33	10.37	92.91	20	5.74	Yes	74	1.68	Yes	0	0	No	-19	0.62	No	51	79.19	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr1	154776580	-	NM_170782	KCNN3	1	0.1	0.25	15	7.8	78.77	28	5.15	No	65	-1	No	0	0	No	-27	0.5	No	50	48.34	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr1	154782495	-	NM_170782	KCNN3	1	1.2	3.24	67	6.77	80.11	37	7.41	Yes	7	1.63	Yes	0	0	No	-36	0.56	No	34	47.83	No	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr1	154802788	-	NM_170782	KCNN3	1	0.1	0.21	12	9.93	93.45	30	5.55	No	17	0.55	No	0	0	No	-29	0.55	No	46	52.32	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr1	154824558	-	NM_170782	KCNN3	1	0.88	2.28	56	6.06	85.33	29	4.51	No	44	-4.68	No	0	0	No	-29	0.56	No	48	56.1	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr1	154829000	-	NM_170782	KCNN3	1	0.39	1.07	37	8.14	81.22	30	6	Yes	17	0.01	No	0	0	No	-29	0.85	Yes	41	91.58	Yes	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr19	44271259	-	NM_002250	KCNN4	1	0.2	0.25	17	5.61	80.6	34	13.82	Yes	21	1.97	Yes	22	0.89	Yes	-33	0.96	Yes	37	95.67	Yes	BPP: Yes, SVM: Yes, Branch: Yes, LB: Yes, RNABPS: Yes
chr19	44271833	-	NM_002250	KCNN4	1	0.05	0.1	7	5.79	79.67	19	5.96	Yes	34	1.66	Yes	0	0	No	-23	0.64	No	47	58.3	No	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr19	44273759	-	NM_002250	KCNN4	1	0.64	0.86	41	5.74	83.03	23	4.08	No	NA	NA	NA	0	0	No	-22	0.73	Yes	48	74.93	Yes	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr19	44276256	-	NM_002250	KCNN4	1	2.15	2.72	61	3.44	77.81	22	6.08	Yes	38	2.04	Yes	26	0.37	Yes	-21	0.82	Yes	49	79.73	Yes	BPP: Yes, SVM: Yes, Branch: Yes, LB: Yes, RNABPS: Yes
chr19	44276256	-	NM_002250	KCNN4	1	0.32	0.32	20	3.44	77.81	22	6.08	Yes	38	2.04	Yes	26	0.37	Yes	-21	0.82	Yes	49	79.73	Yes	BPP: Yes, SVM: Yes, Branch: Yes, LB: Yes, RNABPS: Yes
chr19	44276284	-	NM_002250	KCNN4	1	2.09	2.65	62	1.69	0	23	6	Yes	10	2.06	Yes	18	0.77	Yes	-22	0.8	Yes	48	83.97	Yes	BPP: Yes, SVM: Yes, Branch: Yes, LB: Yes, RNABPS: Yes
chr19	44276284	-	NM_002250	KCNN4	1	0.33	0.39	18	1.69	0	23	6	Yes	10	2.06	Yes	18	0.77	Yes	-22	0.8	Yes	48	83.97	Yes	BPP: Yes, SVM: Yes, Branch: Yes, LB: Yes, RNABPS: Yes
chr19	44278052	-	NM_002250	KCNN4	1	0.15	0.15	10	8.56	81.6	14	6.56	Yes	1	2.18	Yes	0	0	No	-24	0.45	No	32	34.31	No	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr19	44280576	-	NM_002250	KCNN4	1	0.76	0.83	35	7.72	85.52	21	4.65	No	44	1.61	Yes	0	0	No	-20	0.46	No	50	50.66	No	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr6	73724994	+	NM_001160130	KCNQ5	1	0.52	0.18	12	7.48	86.65	28	6.16	Yes	27	0.18	No	0	0	No	-31	0.83	Yes	39	87.3	Yes	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr6	73752646	+	NM_001160130	KCNQ5	1	0.25	0.11	8	10.79	84.65	41	7.21	Yes	28	1.23	Yes	0	0	No	-40	0.77	Yes	30	84.42	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr6	73755566	+	NM_001160130	KCNQ5	1	1.01	0.43	24	3.49	80.5	20	4.9	No	57	0.91	Yes	0	0	No	-19	0.66	Yes	51	73.04	Yes	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr6	73760457	+	NM_001160130	KCNQ5	1	1.01	0.39	22	11	97.18	27	7.73	Yes	14	0.44	No	0	0	No	-26	0.61	No	46	71.26	Yes	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr6	73773610	+	NM_001160130	KCNQ5	1	0.26	0.1	7	9.19	96.18	27	5.6	Yes	28	0.55	No	0	0	No	-27	0.61	No	43	61.22	No	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: No
chr6	73787142	+	NM_001160130	KCNQ5	1	0.64	0.28	18	8.85	88.61	22	5	No	32	0.8	Yes	0	0	No	-21	0.71	Yes	45	69.94	Yes	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr6	73816525	+	NM_001160130	KCNQ5	1	1.81	0.57	27	5.66	85.79	22	4.62	No	15	1.13	Yes	0	0	No	-21	0.87	Yes	49	72.84	Yes	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr6	73834208	+	NM_001160130	KCNQ5	1	2.57	1.06	35	4.61	67.23	44	7.91	Yes	31	1	Yes	35	0.63	Yes	-43	0.69	Yes	27	93.22	Yes	BPP: Yes, SVM: Yes, Branch: Yes, LB: Yes, RNABPS: Yes
chr6	73885252	+	NM_001160130	KCNQ5	1	2.25	0.64	31	12.04	95.81	18	4.6	No	5	1.71	Yes	0	0	No	-28	0.53	No	42	61.38	No	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr6	73886223	+	NM_001160130	KCNQ5	1	0.88	0.22	12	7.2	91.1	23	5.39	No	36	0.66	No	0	0	No	-22	0.86	Yes	48	82.1	Yes	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr6	73886226	+	NM_001160130	KCNQ5	1	1.15	0.26	16	2.79	87.13	26	5.66	Yes	39	0.66	No	0	0	No	-25	0.87	Yes	45	80.53	Yes	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr6	73893553	+	NM_001160130	KCNQ5	1	0.35	0.11	7	7.83	87.4	22	6.71	Yes	9	1.98	Yes	0	0	No	-21	0.84	Yes	49	91.56	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr6	73902236	+	NM_001160130	KCNQ5	1	1.46	0.71	35	7.25	78.43	45	7.14	Yes	32	0.88	Yes	0	0	No	-44	0.49	No	26	64.99	No	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr12	109891460	-	NM_001317395	KCTD10	1	1.66	2.44	62	5.85	86.19	25	8.32	Yes	12	1.38	Yes	0	0	No	-25	0.64	No	45	69.82	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr12	109892367	-	NM_001317395	KCTD10	1	0.09	0.14	10	8.35	91.26	20	7.14	Yes	69	0.85	Yes	0	0	No	-28	0.55	No	51	61.76	No	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr12	109895854	-	NM_001317395	KCTD10	1	0.83	0.15	11	1.72	0	18	4.55	No	40	0.6	No	21	0.2	Yes	-17	0.94	Yes	53	84.38	Yes	BPP: No, SVM: No, Branch: Yes, LB: Yes, RNABPS: Yes
chr12	109895884	-	NM_001317395	KCTD10	1	470.14	85.33	72	5.61	91.53	23	5.2	No	10	0.6	No	19	0.9	Yes	-22	0.82	Yes	48	76.38	Yes	BPP: No, SVM: No, Branch: Yes, LB: Yes, RNABPS: Yes
chr12	109895884	-	NM_001317395	KCTD10	1	1.1	0.19	14	5.61	91.53	23	5.2	No	10	0.6	No	19	0.9	Yes	-22	0.82	Yes	48	76.38	Yes	BPP: No, SVM: No, Branch: Yes, LB: Yes, RNABPS: Yes
chr12	109895990	-	NM_001317395	KCTD10	1	1.16	0.22	14	7.15	88.04	22	5.29	No	58	0.71	No	21	0.71	Yes	-21	0.85	Yes	49	73.67	Yes	BPP: No, SVM: No, Branch: Yes, LB: Yes, RNABPS: Yes
chr12	109907530	-	NM_001317395	KCTD10	1	0.28	0.26	15	-7.4	0	37	6.13	Yes	16	1.4	Yes	32	0.76	Yes	-31	0.59	No	39	77.04	Yes	BPP: Yes, SVM: Yes, Branch: Yes, LB: No, RNABPS: Yes
chr16	29917888	-	NR_110933	KCTD13	1	6.15	2.43	63	11.62	83.82	25	5.57	Yes	23	-1.26	No	24	0.83	Yes	-24	0.8	Yes	46	58.82	No	BPP: Yes, SVM: No, Branch: Yes, LB: Yes, RNABPS: No
chr16	29919296	-	NR_110933	KCTD13	1	0.24	0.1	7	9.91	87	44	10.25	Yes	31	2.21	Yes	0	0	No	-43	0.74	Yes	27	87	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr16	29930955	-	NR_110933	KCTD13	1	0.44	0.13	7	4.34	81.23	68	7.8	Yes	31	0.76	No	0	0	No	-29	0.67	Yes	39	65.73	No	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr16	29933265	-	NR_110933	KCTD13	1	0.34	0.14	7	3.57	89.33	25	5	No	68	-0.69	No	0	0	No	-24	0.75	Yes	46	69.06	No	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr16	29933283	-	NR_110933	KCTD13	1	1.74	0.75	36	2.15	0	33	5.74	Yes	74	0.51	No	0	0	No	-26	0.7	Yes	44	90.09	Yes	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr16	29936903	-	NR_110933	KCTD13	1	7.76	2.79	68	5.19	85.59	36	5.21	No	71	1.55	Yes	38	0.53	Yes	-42	0.9	Yes	28	92.99	Yes	BPP: No, SVM: Yes, Branch: Yes, LB: Yes, RNABPS: Yes
chr17	73056063	+	NR_110835	KCTD2	1	0.8	0.51	26	9.82	95.96	26	5.16	No	58	-1.39	No	0	0	No	-26	0.51	No	42	50.78	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr6	36411194	+	NM_173562	KCTD20	1	2.82	1.67	56	7.7	93.07	23	3.89	No	2	1.26	Yes	28	0.92	Yes	-22	0.45	No	43	57.74	No	BPP: No, SVM: Yes, Branch: Yes, LB: No, RNABPS: No
chr6	36416267	+	NM_173562	KCTD20	1	0.62	0.35	14	8.22	97.88	18	6.44	Yes	29	0.78	Yes	0	0	No	-30	0.65	No	40	79.33	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr6	36419291	+	NM_173562	KCTD20	1	0.25	0.15	8	4.88	75.15	21	5.39	No	40	0.41	No	26	0.78	Yes	-24	0.8	Yes	41	58.68	No	BPP: No, SVM: No, Branch: Yes, LB: Yes, RNABPS: No
